ip;domain;weight;url;file_hash;file_name;http_referrer;http_user_agent;description
40.29.129.57;;4;;;;;;Some IP description
;qpglmttfxu.com;48;;;;;;Some domain description
;;85;;f1ce84cb738b30ad8b725bb36b3a6003;inyaqxzg.pdf;;;Some file description
;rcsmkg.com;87;;;;;;Some domain description
;;7;https://lqhon.com/plirw;;;;;Some URL description
;xknyhom.com;69;;;;;;Some domain description
;;41;;0b94f772ac1032389fcac9151647c31a;bugoryuy.exe;;;Some file description
;;94;;ab2c8b053c022ec2bd1e5570d6989083;uwxflujn.exe;;;Some file description
242.3.242.30;;99;;;;;;Some IP description
148.31.239.60;;45;;;;;;Some IP description
;ffwdsb.com;16;;;;;;Some domain description
;;20;https://zhpyc.com/msvli;;;;;Some URL description
220.13.99.84;;7;;;;;;Some IP description
;;14;;1769d1144b1a26838915c862e510a058;xinuejht.txt;;;Some file description
;;25;https://cdwld.com/upzky;;;;;Some URL description
;;45;;dbe1949c97a954d0c28a6f55d908a250;xnjqpfag.pdf;;;Some file description
8.208.215.212;;89;;;;;;Some IP description
;;51;;88ec8d8e239d1121b4700d21b4464ef8;vjhyfheh.exe;;;Some file description
12.53.231.245;;96;;;;;;Some IP description
;ruwlbzp.com;39;;;;;;Some domain description
;;78;https://tuossyisfp.com/rjjgs;;;;;Some URL description
;;8;;bbddc4b7d659c6e78fe7da93f0f0bca0;hmowmmgf.exe;;;Some file description
;wjwkmpfpm.com;26;;;;;;Some domain description
;;4;https://lgsajevsoq.com/unzad;;;;;Some URL description
44.127.143.109;;51;;;;;;Some IP description
;;75;;a645e8e4a29dc27ae8deeddb1c25b4e7;zwnodsnv.exe;;;Some file description
;;71;;1dab8f382c23a9b7858908204d32b288;supubadk.dll;;;Some file description
;;58;;e754466dfb7a8038bf0fb1ab25a064bd;owftsyxp.dll;;;Some file description
86.211.156.102;;4;;;;;;Some IP description
;ywdhmkre.com;45;;;;;;Some domain description
184.69.125.254;;21;;;;;;Some IP description
;;90;https://gfbegtj.com/miuax;;;;;Some URL description
;;57;;865804c3a5d235088d7a2e5c01e90f42;lpzgsrlz.pdf;;;Some file description
;;60;;94fb60e27cbb3dbd0470506791a5ca1c;kwceolpm.pdf;;;Some file description
;;47;;2832d3f51df1dafcc1970a76dca867fd;pirsuhxf.pdf;;;Some file description
45.67.172.168;;12;;;;;;Some IP description
;;99;;2b2dc5d2bdccbc5ee8c81fae031ad0a7;qdudkpcw.pdf;;;Some file description
;;53;https://odgaoxzx.com/eqttl;;;;;Some URL description
247.110.174.249;;60;;;;;;Some IP description
;;58;;b986f659f65940a1dedce4ef2bd238b3;aewpkzow.txt;;;Some file description
;uybqh.com;9;;;;;;Some domain description
;;72;;c70fd93d236d0eea0d83e5c1f0f87a02;conueogz.pdf;;;Some file description
;brsmuicv.com;53;;;;;;Some domain description
;;33;;a6386ef40cb57ac9b826dfb5cbf5b314;ialzjzkp.txt;;;Some file description
80.28.255.37;;93;;;;;;Some IP description
114.93.133.159;;59;;;;;;Some IP description
;;36;https://nwrwpggr.com/jnlel;;;;;Some URL description
246.235.104.131;;5;;;;;;Some IP description
;;45;;77feb46db1a722c1d7941b303a15a0d3;hjbtwjsv.pdf;;;Some file description
;;76;;d07f85ded83d1be0029ec0218247dcdb;wdbqvbqd.exe;;;Some file description
142.186.211.240;;63;;;;;;Some IP description
;;80;https://tklvjt.com/lmjab;;;;;Some URL description
204.254.36.179;;13;;;;;;Some IP description
37.149.236.73;;73;;;;;;Some IP description
231.246.222.41;;49;;;;;;Some IP description
218.29.99.206;;19;;;;;;Some IP description
;;3;;3d4dc9e85e1deed1e3196c92704b760b;vlvkrfrr.pdf;;;Some file description
;;38;;06fae88c1661f99f95afc6472f5428fa;pklgxess.exe;;;Some file description
161.18.195.251;;72;;;;;;Some IP description
135.249.147.37;;49;;;;;;Some IP description
;qzqmpzbwt.com;2;;;;;;Some domain description
;;100;;f0e4ddc48fee6bf1ff710ebc34699697;xxcfuult.pdf;;;Some file description
111.114.206.28;;27;;;;;;Some IP description
;;41;;ecdf5b6f054aa5635301ee999c918c00;ylqezocj.dll;;;Some file description
;;73;;b19c37d74ba8f3a18d2a3a10d0e51e59;kozzffcg.pdf;;;Some file description
57.229.18.2;;69;;;;;;Some IP description
;;100;https://srkdaizvyt.com/fwklx;;;;;Some URL description
;;76;;f31c1e9e2f08467b8a6ef7440c8b9fc1;bzwsielb.pdf;;;Some file description
;;18;https://rpbqdst.com/eujst;;;;;Some URL description
;;92;;c9fc454df38a8ca685cb6aea07b1d3da;pdjcgynx.exe;;;Some file description
;;3;https://uhznpalnr.com/mlmrf;;;;;Some URL description
165.55.99.19;;37;;;;;;Some IP description
;;12;https://yowfsmqg.com/dhgst;;;;;Some URL description
;;56;https://czhgbubo.com/mruwk;;;;;Some URL description
82.37.213.172;;18;;;;;;Some IP description
;;20;;21f1bd0ff1400e22c837ff561df97426;athefkkx.dll;;;Some file description
;;75;;6563dec0b08484c8f5b63cf6817b0f8b;ovfhrmnr.pdf;;;Some file description
;;33;https://arcuifz.com/ukubc;;;;;Some URL description
;;30;https://fpelbfzmm.com/izqid;;;;;Some URL description
;oillifuv.com;56;;;;;;Some domain description
;mfjfaesj.com;55;;;;;;Some domain description
;hyfxqmtr.com;15;;;;;;Some domain description
;rrgzkbgwcf.com;60;;;;;;Some domain description
246.40.66.75;;41;;;;;;Some IP description
;;66;;a9165eba41b4a0e8ee6e71520101ea39;xkhmwlzp.pdf;;;Some file description
;gklviprd.com;21;;;;;;Some domain description
219.91.124.92;;48;;;;;;Some IP description
114.110.21.88;;32;;;;;;Some IP description
;;7;https://jqrechnfi.com/vsiyk;;;;;Some URL description
;;89;;fba640aa6ee983ba2f30198e34616463;ewqmckby.pdf;;;Some file description
;auunjm.com;85;;;;;;Some domain description
;ifwldujgi.com;84;;;;;;Some domain description
;dtxibkhnb.com;59;;;;;;Some domain description
204.252.33.104;;51;;;;;;Some IP description
;nxchpl.com;46;;;;;;Some domain description
;;85;;1999ddd227ed92da86b20c92cdad9f8b;elbslkbp.txt;;;Some file description
;zwvgoewhvg.com;60;;;;;;Some domain description
91.103.190.53;;27;;;;;;Some IP description
;;85;https://mlpmychgbw.com/canti;;;;;Some URL description
;ghavkli.com;45;;;;;;Some domain description
158.173.148.160;;34;;;;;;Some IP description
;qqzxe.com;18;;;;;;Some domain description
;jjayhxx.com;89;;;;;;Some domain description
;nivukrflt.com;34;;;;;;Some domain description
;gflah.com;33;;;;;;Some domain description
;owegulnfn.com;3;;;;;;Some domain description
;;98;https://ppmlqqxs.com/ahcxy;;;;;Some URL description
130.178.182.19;;100;;;;;;Some IP description
;jkrcsskeu.com;25;;;;;;Some domain description
69.30.65.238;;82;;;;;;Some IP description
;;63;;9e38227ee31c993f51213838fa31e9ba;nlbpblff.pdf;;;Some file description
;;24;https://cngyc.com/roypp;;;;;Some URL description
;;17;;2feaa462a77b8a4c593e94fc6ba20603;draqvmsh.exe;;;Some file description
214.63.223.98;;98;;;;;;Some IP description
;ayxhaqgdi.com;16;;;;;;Some domain description
;;68;https://hwsrdnh.com/amybs;;;;;Some URL description
;;50;;c27e3aae9e4fc0f0eaae9a8deff2ecea;zkfdlaqt.dll;;;Some file description
;xstisvdhwl.com;72;;;;;;Some domain description
;wolrndhf.com;55;;;;;;Some domain description
;;41;;19f5744b05f5fe50eae7e218188ac16f;xofpldcv.pdf;;;Some file description
;;26;https://uvsicl.com/kyfrn;;;;;Some URL description
;;73;https://vwzhj.com/gcgzb;;;;;Some URL description
;ifeeqg.com;28;;;;;;Some domain description
154.251.170.69;;16;;;;;;Some IP description
233.101.95.161;;90;;;;;;Some IP description
;ewrpdkyyk.com;31;;;;;;Some domain description
;cpofabr.com;79;;;;;;Some domain description
229.115.97.175;;62;;;;;;Some IP description
;gbyslfhgvk.com;73;;;;;;Some domain description
203.142.179.184;;49;;;;;;Some IP description
;;59;;47cd0d4581730b9962364d3d384f5643;pnrlcerj.exe;;;Some file description
;;42;https://orpoifijci.com/rdovt;;;;;Some URL description
;;94;https://rrvjalx.com/vurav;;;;;Some URL description
;;74;https://wdelff.com/kyohp;;;;;Some URL description
;;67;https://mwrre.com/eowju;;;;;Some URL description
;hkbmktnn.com;78;;;;;;Some domain description
;zpyxynm.com;86;;;;;;Some domain description
;;48;;23f1a217cdf4734bfc36dec185a95a28;xafnugnx.txt;;;Some file description
;;24;https://cjvhqjvbo.com/mljev;;;;;Some URL description
;;24;;d0491b8ed4e71fc70c3fb81b4d8fee0f;dhkkrccn.exe;;;Some file description
67.13.247.174;;75;;;;;;Some IP description
;svqtqbn.com;53;;;;;;Some domain description
;;2;;56c6a2a532dda825c2558accca8b6188;vvmelruo.pdf;;;Some file description
;;33;;b60ae039dae5c2fe29c94349df30eb86;zleefwib.pdf;;;Some file description
;;96;https://zqjwywlrk.com/aybug;;;;;Some URL description
;ceaob.com;94;;;;;;Some domain description
66.105.61.11;;22;;;;;;Some IP description
;;62;https://xzlsr.com/pwhlo;;;;;Some URL description
;;11;;64a48752d89503bb03235d3f44e71443;ztfjfbrr.pdf;;;Some file description
58.49.101.207;;86;;;;;;Some IP description
;;13;https://cnrivpi.com/smvyu;;;;;Some URL description
;ydcpjquyzu.com;51;;;;;;Some domain description
;;46;;478d9e320c5532c2ab6259f9cff03b28;mckfprel.pdf;;;Some file description
;ozssk.com;9;;;;;;Some domain description
;;8;https://msxqvrmjp.com/dvqch;;;;;Some URL description
76.95.115.148;;36;;;;;;Some IP description
217.198.171.58;;64;;;;;;Some IP description
;ontjf.com;40;;;;;;Some domain description
125.126.230.228;;38;;;;;;Some IP description
96.210.96.37;;89;;;;;;Some IP description
;vmhah.com;88;;;;;;Some domain description
;;75;https://frtbs.com/xzleo;;;;;Some URL description
;xjvxfchip.com;13;;;;;;Some domain description
;hgthjuasq.com;98;;;;;;Some domain description
;aebezh.com;87;;;;;;Some domain description
174.16.227.21;;70;;;;;;Some IP description
;;37;https://rpvqfmiutv.com/czbdz;;;;;Some URL description
210.214.47.174;;47;;;;;;Some IP description
126.203.42.145;;54;;;;;;Some IP description
;rlemqkroh.com;30;;;;;;Some domain description
;;1;https://avpfoke.com/jvsci;;;;;Some URL description
139.203.1.177;;58;;;;;;Some IP description
;;73;;f1f879967778313e0963ec7a616e1e07;tlxykxre.pdf;;;Some file description
;qiystwlwq.com;72;;;;;;Some domain description
255.230.60.180;;88;;;;;;Some IP description
133.245.69.197;;51;;;;;;Some IP description
90.2.87.254;;93;;;;;;Some IP description
54.181.188.125;;85;;;;;;Some IP description
134.151.209.212;;57;;;;;;Some IP description
;;7;;d903696256e71bdc31465d1262bd5644;dfzvzenv.txt;;;Some file description
;;96;https://mxnlaf.com/oqojh;;;;;Some URL description
;;4;;fb79986f4a7c3eddfbae3ea2deea43f8;nzlgjdhe.txt;;;Some file description
;;57;;00b28983339b4da530efdbaeea91e249;cvtzweuv.txt;;;Some file description
;;99;https://mdohmoztj.com/znvbj;;;;;Some URL description
26.26.32.15;;69;;;;;;Some IP description
;bnfckwmgho.com;60;;;;;;Some domain description
;ysgwsglm.com;60;;;;;;Some domain description
;;10;https://hzadn.com/ejhqy;;;;;Some URL description
66.141.179.78;;86;;;;;;Some IP description
;wlwinku.com;97;;;;;;Some domain description
189.66.179.87;;44;;;;;;Some IP description
;;44;;11e1a59951903e19af030e8656db8d8c;wnxbguhb.exe;;;Some file description
;;39;https://mppyrv.com/edraw;;;;;Some URL description
;;5;;6ebc33f6a5392cf3c44c734f66c32d02;iviqrrkl.txt;;;Some file description
;lbvgzbj.com;8;;;;;;Some domain description
;;54;;7903f0c02b4ea9b7e0d16df3b0f9dd37;kbezgplu.exe;;;Some file description
;;52;;5fd3ae979073ed2f5bee8fafd7598355;rvgyhykf.txt;;;Some file description
13.165.123.195;;36;;;;;;Some IP description
;;35;https://lbddzwh.com/crkwq;;;;;Some URL description
245.94.54.115;;15;;;;;;Some IP description
;;32;https://jcgmj.com/vlxey;;;;;Some URL description
157.215.8.19;;95;;;;;;Some IP description
;;51;https://jdbljvtvw.com/mmvhs;;;;;Some URL description
154.180.194.189;;67;;;;;;Some IP description
;nxnrmr.com;70;;;;;;Some domain description
;ahaxlvt.com;9;;;;;;Some domain description
;xregzxim.com;79;;;;;;Some domain description
;;17;https://ljpihvi.com/jeyip;;;;;Some URL description
;lxhov.com;44;;;;;;Some domain description
;;10;;f1efb964661849897d93abf62ade6c90;gjisjxax.exe;;;Some file description
;;13;;7f86d198264c3461ff79decaeb23e391;jfcyoefk.pdf;;;Some file description
;;72;;4746e428d97782395b34a2311e4b1e87;xsihkjxy.dll;;;Some file description
60.210.187.112;;85;;;;;;Some IP description
96.139.189.31;;70;;;;;;Some IP description
;;93;https://mnbbfxios.com/vlsqh;;;;;Some URL description
;;63;;cefe79c18e6d159109e7d25f71f835ba;ejpyiwnz.txt;;;Some file description
;ujhbpkbrru.com;59;;;;;;Some domain description
;;47;https://onausucmp.com/svjcm;;;;;Some URL description
23.156.255.224;;40;;;;;;Some IP description
;;25;;6676efca5b2c5807004f357925e87f22;fbbafdaq.pdf;;;Some file description
;;63;https://rucirkj.com/kysgy;;;;;Some URL description
;;31;;a18eff2486f3fb99ebdf0a0765170253;hoxlygeo.txt;;;Some file description
;kzoaipmeu.com;2;;;;;;Some domain description
;fhkcsecez.com;3;;;;;;Some domain description
;brbyvywapx.com;88;;;;;;Some domain description
116.198.46.123;;50;;;;;;Some IP description
;mpoodhho.com;34;;;;;;Some domain description
;;83;https://cdqbch.com/igjxl;;;;;Some URL description
151.77.89.154;;56;;;;;;Some IP description
100.150.103.143;;44;;;;;;Some IP description
;rkyltq.com;54;;;;;;Some domain description
;gnrryn.com;51;;;;;;Some domain description
;;15;https://iebmyd.com/mxhda;;;;;Some URL description
;ukxdioddcl.com;85;;;;;;Some domain description
;;45;https://ycnuutoil.com/gsivp;;;;;Some URL description
196.111.22.95;;41;;;;;;Some IP description
;;97;https://ayqxgtggas.com/pgkbf;;;;;Some URL description
;gljltuvayq.com;17;;;;;;Some domain description
;llldv.com;31;;;;;;Some domain description
216.99.41.99;;55;;;;;;Some IP description
200.80.43.236;;42;;;;;;Some IP description
;;86;;72acebf66167fec0c5ea3d3e2a8223b7;ocjbmmnd.exe;;;Some file description
;;72;;cbbc764b3af13405654c099e5627c1ae;yhpfzijm.dll;;;Some file description
;;10;;9b5f9dd4302faf6b3b0b9d8ab641f41b;qywhdlsj.dll;;;Some file description
39.89.115.211;;99;;;;;;Some IP description
;;31;https://zottl.com/davdf;;;;;Some URL description
;;39;;0cc351e577eb0106526677d026dcf770;ljztmwhm.pdf;;;Some file description
24.15.34.217;;56;;;;;;Some IP description
;fcekgwwrl.com;10;;;;;;Some domain description
;;71;https://ddsapv.com/psxgj;;;;;Some URL description
;;39;;d8d9e7da44c7d3affe40412ee9bcd89d;jvxhexey.txt;;;Some file description
;;67;https://lfvjrqvk.com/skmff;;;;;Some URL description
;;88;;989cc5d34d3b6733b32b85c61544ea13;paljhgeo.txt;;;Some file description
;;58;https://gejitnozr.com/tajki;;;;;Some URL description
;;60;;103404a40c99b68ca17a1f24be6b8f6b;uvhlhutk.pdf;;;Some file description
;;35;;aa23e03f589db34a7a1b4a22e5ca87b8;aolpgoet.exe;;;Some file description
;;56;https://ubyawhd.com/stfvt;;;;;Some URL description
;;15;https://ksfagslb.com/unyhz;;;;;Some URL description
141.196.183.9;;52;;;;;;Some IP description
;kvocgxfilx.com;51;;;;;;Some domain description
;;6;;defd513e3cb1af496108b6bd61bc55a4;dgstuyxq.pdf;;;Some file description
;lldetyqlu.com;11;;;;;;Some domain description
;;25;;2cbddb5c5837dcf531913d090ea12385;zxyzilgw.txt;;;Some file description
;;50;;300074924bffd494ea6c09732446858d;exawztur.txt;;;Some file description
;kmtkl.com;45;;;;;;Some domain description
;;7;;aac0c00a3f19af96af3c54b61723f4ef;ybaiowsn.pdf;;;Some file description
;;16;;9b696e6097336771059948d9170de0b5;pueuixil.dll;;;Some file description
;;77;https://jyumlv.com/smemo;;;;;Some URL description
;adkwgwsap.com;86;;;;;;Some domain description
;;49;https://ndgcs.com/jpant;;;;;Some URL description
;idcjrov.com;69;;;;;;Some domain description
108.65.15.51;;28;;;;;;Some IP description
;;41;https://icaoksc.com/zfrqr;;;;;Some URL description
;epyjhfvvfj.com;44;;;;;;Some domain description
;;26;;2df709de088c256c7f8beb32f43c137f;tqulfaxw.exe;;;Some file description
;;4;;aec1ee6c6013ea5122eac709c2a6f9cb;auwpdqml.pdf;;;Some file description
;;46;https://jciolr.com/eghfk;;;;;Some URL description
;;35;;af9d454405061c63b0d9bef96b7f5f34;auoddwsg.dll;;;Some file description
;;2;https://pqizkdx.com/viacm;;;;;Some URL description
;hsmjl.com;52;;;;;;Some domain description
;;96;;a37a77e052989c641022b0f972d5fb1a;rjsvuxeu.dll;;;Some file description
;sknrs.com;26;;;;;;Some domain description
220.202.162.129;;29;;;;;;Some IP description
;;9;;651b534608dde369764e5f7eba5ada55;vtotssab.pdf;;;Some file description
;;71;;21f43cc774b993ec3e0ebf7ab02e5192;jhykjity.exe;;;Some file description
;;35;;50b9da248da10197f43d5be27999aa93;ahnmczhf.dll;;;Some file description
;udfcuuvo.com;62;;;;;;Some domain description
;;57;;bd7a6280efcbbf976902968e1959cf1a;frvdtbgc.txt;;;Some file description
;qjxbbt.com;63;;;;;;Some domain description
;;15;https://davxnyc.com/awihi;;;;;Some URL description
;;99;https://shiobaphda.com/axufb;;;;;Some URL description
;;32;https://aufrfqlsp.com/gwtis;;;;;Some URL description
203.173.214.188;;45;;;;;;Some IP description
;;74;;7093356463eed388e0f29f8e6f872cb1;wzjqzzyr.dll;;;Some file description
;nsatylx.com;3;;;;;;Some domain description
152.112.141.165;;45;;;;;;Some IP description
;;66;https://fkhakzfhyr.com/bzzna;;;;;Some URL description
;;3;https://hsclaf.com/ojilq;;;;;Some URL description
;;65;;8d2a43606621373436ff8113ba8cc1d8;yawqvmee.dll;;;Some file description
;;14;;596fbf7a18127536e40a88e22739fa98;drypwfnj.exe;;;Some file description
;;62;https://byosge.com/semud;;;;;Some URL description
195.101.53.26;;91;;;;;;Some IP description
;rsimim.com;31;;;;;;Some domain description
181.161.174.68;;17;;;;;;Some IP description
;;91;;50819027a52cb95bf49c03db2ee36a8c;haivupgd.dll;;;Some file description
;;54;https://aqoskdpl.com/pyefz;;;;;Some URL description
185.107.11.80;;30;;;;;;Some IP description
;qmjjayi.com;35;;;;;;Some domain description
;;75;https://nzbsfu.com/pdamj;;;;;Some URL description
206.88.100.254;;30;;;;;;Some IP description
;;33;;278baf53cf70143233e86febd5cf558c;mqourdnk.pdf;;;Some file description
;;4;https://javleecs.com/yqscn;;;;;Some URL description
164.76.150.32;;34;;;;;;Some IP description
16.251.188.123;;49;;;;;;Some IP description
153.141.15.230;;31;;;;;;Some IP description
;;74;https://qojsmhckfm.com/hboiz;;;;;Some URL description
;;67;https://kmtfydeoky.com/rdakp;;;;;Some URL description
;;11;https://qjihbek.com/wzmng;;;;;Some URL description
158.19.41.96;;37;;;;;;Some IP description
;;33;https://jdzpgpuuc.com/wdhzp;;;;;Some URL description
;;63;;af3a2a2b898ca62f47f41f37399350e9;deczzhfn.pdf;;;Some file description
;;47;https://gvjqpwiop.com/qiajs;;;;;Some URL description
;;19;https://winjxfhzv.com/conqe;;;;;Some URL description
;;86;https://plfkkljbg.com/siaji;;;;;Some URL description
;bonczxteq.com;81;;;;;;Some domain description
;pziujyt.com;2;;;;;;Some domain description
;hgaaannx.com;75;;;;;;Some domain description
;;45;https://hlbqztehjt.com/jffkd;;;;;Some URL description
;;93;;ec9cbd863e2fe3f098e58332f4b310f9;fwydkevy.pdf;;;Some file description
37.143.125.77;;96;;;;;;Some IP description
;ldkcm.com;8;;;;;;Some domain description
;nupoiyyfjr.com;68;;;;;;Some domain description
;;16;https://kestjqxotl.com/acmrg;;;;;Some URL description
;kveawwfrh.com;2;;;;;;Some domain description
;;90;https://upnkgkolpa.com/cblnl;;;;;Some URL description
;;1;https://bbngobznq.com/umlex;;;;;Some URL description
;;81;https://zdyftx.com/zlknz;;;;;Some URL description
;;94;https://qtydynzlji.com/ijtav;;;;;Some URL description
94.229.102.6;;23;;;;;;Some IP description
;czopuwcc.com;59;;;;;;Some domain description
;;81;;de897deebe2746b11d42b590a347644b;zaufaxje.exe;;;Some file description
;;17;;60b1f4bfe4c6756f7c754091c29b69be;qazjpdgn.txt;;;Some file description
;wvhoogd.com;43;;;;;;Some domain description
;xmamsu.com;78;;;;;;Some domain description
191.114.217.223;;80;;;;;;Some IP description
39.212.157.209;;95;;;;;;Some IP description
;;58;;46cae844bbc6e4826f562f69ca26e7b3;icqpshsc.exe;;;Some file description
;;14;;fb65a6b1957efa4238c5a3839f15a856;fvyzfoyv.dll;;;Some file description
;;40;https://vgfeoz.com/zqbpk;;;;;Some URL description
133.133.46.83;;11;;;;;;Some IP description
;lxbzjj.com;51;;;;;;Some domain description
;;8;;53d7028cd127748acfc7001baee6668e;ekyktpwi.exe;;;Some file description
243.200.158.105;;82;;;;;;Some IP description
;aappcyd.com;11;;;;;;Some domain description
;yftnv.com;52;;;;;;Some domain description
;;19;;982f385762a64b5b5bbc41afd339e829;mgaleyks.dll;;;Some file description
55.131.233.8;;23;;;;;;Some IP description
97.101.166.77;;93;;;;;;Some IP description
;;4;https://cawhdeuom.com/uyefc;;;;;Some URL description
;;37;;c89334629dcf6575dd67568917f9082d;caekcqud.txt;;;Some file description
;dfwyqszz.com;15;;;;;;Some domain description
;;61;https://ddglnfq.com/vueyq;;;;;Some URL description
;bhdauufjr.com;59;;;;;;Some domain description
;;10;https://oalweos.com/nokzy;;;;;Some URL description
;;56;https://lqgvjm.com/gbwqd;;;;;Some URL description
;;63;https://bvbiq.com/skggr;;;;;Some URL description
;;65;https://sxxyefi.com/dnbkx;;;;;Some URL description
;;2;;b43366b7540e0d74a26f1fe93af84c3a;iloxrmuf.pdf;;;Some file description
;yaioehwdsm.com;20;;;;;;Some domain description
118.114.45.135;;6;;;;;;Some IP description
71.55.189.172;;71;;;;;;Some IP description
164.226.220.131;;97;;;;;;Some IP description
;;37;https://kdvaf.com/dgdvv;;;;;Some URL description
235.98.101.86;;10;;;;;;Some IP description
222.102.196.154;;40;;;;;;Some IP description
;;99;https://jjrtbzh.com/shkcd;;;;;Some URL description
;qjhsx.com;80;;;;;;Some domain description
;;61;https://esrkd.com/vcqcx;;;;;Some URL description
;gnrabcifdq.com;77;;;;;;Some domain description
195.40.46.75;;42;;;;;;Some IP description
;;81;https://ineizhy.com/ciuch;;;;;Some URL description
154.188.139.82;;29;;;;;;Some IP description
;iaidtdic.com;62;;;;;;Some domain description
;;13;;186069281866a450ba360696097e9ab3;dbspqgci.txt;;;Some file description
;xvshfxgzkj.com;63;;;;;;Some domain description
;;83;;7ebb228ed8f61de03c9f0689017ab7c2;inlvbitq.txt;;;Some file description
;;13;;bf0d6c5b4d92601ed53ede0e0a100c0c;mtotwidg.dll;;;Some file description
;;52;;bc5506cd14e19b93f30e70733c435621;tfpcaobt.dll;;;Some file description
;sdexgssh.com;39;;;;;;Some domain description
88.187.49.55;;4;;;;;;Some IP description
;;17;;eff9e53461c4d6ca48ac83a27deb44b0;vnryqwjh.pdf;;;Some file description
105.55.107.99;;3;;;;;;Some IP description
;verqmy.com;31;;;;;;Some domain description
;;40;https://fljldu.com/bepmc;;;;;Some URL description
120.48.151.32;;96;;;;;;Some IP description
42.21.238.158;;99;;;;;;Some IP description
;;95;https://fmuieffvhq.com/bcwtu;;;;;Some URL description
;;60;https://eqnwdnrtum.com/qokwr;;;;;Some URL description
;;36;;aee25dffc85868ec418c967044ddd348;fbiwawdo.txt;;;Some file description
141.18.224.56;;73;;;;;;Some IP description
;pkuselvf.com;25;;;;;;Some domain description
;;98;;cb9c93127a247d1498a88d3ca3c3b5a6;tmbvxjtu.txt;;;Some file description
;;11;;3c2b855afc4025c35b86b34a6d1106c3;oimirnia.pdf;;;Some file description
;;54;https://cnwthotktp.com/hnnzv;;;;;Some URL description
;dkawrysj.com;88;;;;;;Some domain description
;ymvelwqas.com;90;;;;;;Some domain description
;;7;https://iummys.com/lshvz;;;;;Some URL description
82.119.64.249;;85;;;;;;Some IP description
;;61;;fb74296c62fde8c16b2ccddb7213a3f5;luocglai.pdf;;;Some file description
119.241.222.92;;27;;;;;;Some IP description
164.77.211.241;;40;;;;;;Some IP description
198.13.160.102;;14;;;;;;Some IP description
;anqsxed.com;24;;;;;;Some domain description
;;24;https://loywmd.com/nuczc;;;;;Some URL description
;hdceynymvs.com;39;;;;;;Some domain description
;;57;https://focked.com/howkk;;;;;Some URL description
;;39;https://zubaqnsj.com/uonbk;;;;;Some URL description
201.186.2.145;;18;;;;;;Some IP description
;;10;https://pveqwjhpk.com/teymy;;;;;Some URL description
;;96;https://gpufy.com/bnfzt;;;;;Some URL description
;;46;https://xtfecpenb.com/hxyjz;;;;;Some URL description
;lkxeep.com;42;;;;;;Some domain description
;;94;;9ad680649ce9789298645da62eb273d4;wzlmbdij.dll;;;Some file description
;;94;https://atxhk.com/mgxax;;;;;Some URL description
;;47;;dd86307fd2e82652e01fff755dc2123e;kragnwfs.pdf;;;Some file description
;;75;https://ddgftswe.com/lpomb;;;;;Some URL description
;;20;https://ljejqhto.com/hxred;;;;;Some URL description
;vqtjtxd.com;44;;;;;;Some domain description
;uqluvehlj.com;14;;;;;;Some domain description
;;25;https://kmvwscrb.com/weosu;;;;;Some URL description
12.35.248.210;;69;;;;;;Some IP description
;;6;;3351ec627b377a3bce1b58b6555307fe;wkngbevc.dll;;;Some file description
;;47;;920c9d2eca75c49a67bbedb8dbb9982e;oryphmta.exe;;;Some file description
41.61.226.117;;41;;;;;;Some IP description
;;95;;0db380532825580c3dd64e6efcab1c17;ctvhfdfc.pdf;;;Some file description
109.83.62.228;;9;;;;;;Some IP description
31.233.154.190;;67;;;;;;Some IP description
139.137.15.77;;100;;;;;;Some IP description
;tezayahap.com;58;;;;;;Some domain description
;wqnnqh.com;57;;;;;;Some domain description
;;36;https://wycoqzauy.com/rrfby;;;;;Some URL description
;;3;https://yktwdxtrz.com/uekai;;;;;Some URL description
203.44.249.50;;40;;;;;;Some IP description
200.119.129.64;;89;;;;;;Some IP description
150.173.200.213;;36;;;;;;Some IP description
;;77;https://oysco.com/xueys;;;;;Some URL description
;iumrkem.com;31;;;;;;Some domain description
202.39.241.35;;69;;;;;;Some IP description
;;16;;f17b4e20aa58c9a978f319ac4c12cd30;ishsyzob.dll;;;Some file description
;;98;;34d57ca42e32d7ac5aa5b4eabf2c9c86;lmlyozus.txt;;;Some file description
;hmmomuvij.com;28;;;;;;Some domain description
78.151.92.162;;28;;;;;;Some IP description
;;53;https://dkpzim.com/ojszi;;;;;Some URL description
;;90;https://qohee.com/vngzb;;;;;Some URL description
;yrckog.com;67;;;;;;Some domain description
58.207.63.13;;47;;;;;;Some IP description
;;78;;5c241dd78e75372bd2691e3f9c47f7dd;hxxfuhkj.dll;;;Some file description
;;60;;e003fbe018f5037774ed4ee4fe772056;ekxjynef.dll;;;Some file description
;;74;https://ukjjveaky.com/ugnfh;;;;;Some URL description
;;85;https://bsfrl.com/ibzjk;;;;;Some URL description
;ksbsokcl.com;87;;;;;;Some domain description
;uzfwes.com;11;;;;;;Some domain description
;;83;https://dvwxmwi.com/bfncw;;;;;Some URL description
;jbgcgol.com;83;;;;;;Some domain description
;;80;https://qlmpxauiec.com/jewau;;;;;Some URL description
23.9.81.140;;95;;;;;;Some IP description
;xbpee.com;5;;;;;;Some domain description
;;3;https://gjtanjxk.com/qajwy;;;;;Some URL description
;;70;https://bbdxwfkvd.com/ctphl;;;;;Some URL description
